Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category
ORD295,Papa John's,"Boston, MA",2024-10-02 20:15:00,2024-10-02 20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,FALSE,10,0.8,October,Online
ORD296,Little Caesars,"Dallas, TX",2024-10-03 18:30:00,2024-10-03 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,5.714285714,0.857142857,October,Online
ORD297,Marco's Pizza,"Seattle, WA",2024-10-04 13:00:00,2024-10-04 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,5.714285714,0.857142857,October,Online
ORD298,Domino's,"New York, NY",2024-10-05 18:30:00,2024-10-05 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,TRUE,5,0.8,October,Offline
ORD299,Pizza Hut,"Los Angeles, CA",2024-10-06 19:45:00,2024-10-06 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,TRUE,5.555555556,1.111111111,October,Offline
ORD300,Papa John's,"Chicago, IL",2024-10-07 20:15:00,2024-10-07 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,7.142857143,1.142857143,October,Online
ORD301,Little Caesars,"Houston, TX",2024-10-08 18:30:00,2024-10-08 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,October,Online
ORD302,Marco's Pizza,"Phoenix, AZ",2024-10-09 13:00:00,2024-10-09 13:20:00,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,FALSE,6.666666667,1,October,Online
ORD303,Domino's,"Miami, FL",2024-10-10 18:30:00,2024-10-10 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,5,0.8,October,Offline
ORD304,Pizza Hut,"Denver, CO",2024-10-11 19:45:00,2024-10-11 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Card,TRUE,FALSE,5.555555556,1.111111111,October,Online
ORD305,Papa John's,"Boston, MA",2024-10-12 20:15:00,2024-10-12 20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,TRUE,10,0.8,October,Online
ORD306,Little Caesars,"Dallas, TX",2024-10-13 18:30:00,2024-10-13 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,TRUE,5.714285714,0.857142857,October,Online
ORD307,Domino's,"New York, NY",2024-08-26 18:00:00,2024-08-26 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,August,Online
ORD308,Papa John's,"Chicago, IL",2024-08-27 19:15:00,2024-08-27 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,August,Online
ORD309,Pizza Hut,"Los Angeles, CA",2024-08-28 20:30:00,2024-08-28 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,August,Offline
ORD310,Little Caesars,"Houston, TX",2024-08-29 18:45:00,2024-08-29 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,August,Offline
ORD311,Marco's Pizza,"Phoenix, AZ",2024-08-30 19:00:00,2024-08-30 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,August,Online
ORD312,Domino's,"Miami, FL",2024-08-31 20:00:00,2024-08-31 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,6.363636364,0.545454545,August,Online
ORD313,Papa John's,"Denver, CO",2024-09-01 18:30:00,2024-09-01 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,10,1,September,Online
ORD314,Pizza Hut,"Boston, MA",2024-09-02 19:45:00,2024-09-02 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,September,Offline
ORD315,Little Caesars,"Dallas, TX",2024-09-03 18:00:00,2024-09-03 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline
ORD316,Marco's Pizza,"Seattle, WA",2024-09-04 20:15:00,2024-09-04 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,September,Online
ORD317,Domino's,"San Jose, CA",2024-09-05 18:00:00,2024-09-05 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,September,Online
ORD318,Papa John's,"Austin, TX",2024-09-06 19:15:00,2024-09-06 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,September,Offline
ORD319,Pizza Hut,"San Diego, CA",2024-09-07 20:30:00,2024-09-07 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,September,Offline
ORD320,Little Caesars,"Jacksonville, FL",2024-09-08 18:45:00,2024-09-08 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,8,0.4,September,Online
ORD321,Marco's Pizza,"Fort Worth, TX",2024-09-09 19:00:00,2024-09-09 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online
ORD322,Domino's,"Columbus, OH",2024-09-10 20:00:00,2024-09-10 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,September,Online
ORD323,Papa John's,"Charlotte, NC",2024-09-11 18:30:00,2024-09-11 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,September,Online
ORD324,Pizza Hut,"Indianapolis, IN",2024-09-12 19:45:00,2024-09-12 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,September,Offline
ORD325,Little Caesars,"San Francisco, CA",2024-09-13 18:00:00,2024-09-13 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline
ORD326,Marco's Pizza,"Charlotte, NC",2024-09-14 20:15:00,2024-09-14 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,5,0.444444444,September,Online
ORD327,Domino's,"Detroit, MI",2024-09-15 18:00:00,2024-09-15 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,September,Online
ORD328,Papa John's,"El Paso, TX",2024-09-16 19:15:00,2024-09-16 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,September,Offline
ORD329,Pizza Hut,"Memphis, TN",2024-09-17 20:30:00,2024-09-17 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,September,Offline
ORD330,Little Caesars,"Baltimore, MD",2024-09-18 18:45:00,2024-09-18 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,September,Online
ORD331,Marco's Pizza,"Boston, MA",2024-09-19 19:00:00,2024-09-19 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online
ORD332,Domino's,"New York, NY",2024-09-20 18:00:00,2024-09-20 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,6.666666667,0.666666667,September,Offline
ORD333,Papa John's,"Chicago, IL",2024-09-21 19:15:00,2024-09-21 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,TRUE,5,0.666666667,September,Online
ORD334,Pizza Hut,"Los Angeles, CA",2024-09-22 20:30:00,2024-09-22 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,September,Offline
ORD335,Little Caesars,"Houston, TX",2024-09-23 18:45:00,2024-09-23 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,September,Offline
ORD336,Marco's Pizza,"Phoenix, AZ",2024-09-24 19:00:00,2024-09-24 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online
ORD337,Domino's,"Miami, FL",2024-09-25 20:00:00,2024-09-25 20:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,September,Online
ORD338,Papa John's,"Chicago, IL",2024-09-26 19:15:00,2024-09-26 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,September,Online
ORD339,Pizza Hut,"Los Angeles, CA",2024-09-27 20:30:00,2024-09-27 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,September,Offline
ORD340,Little Caesars,"Houston, TX",2024-09-28 18:45:00,2024-09-28 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,8,0.4,September,Offline
ORD341,Marco's Pizza,"Phoenix, AZ",2024-09-29 19:00:00,2024-09-29 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,September,Online
ORD342,Domino's,"Miami, FL",2024-09-30 20:00:00,2024-09-30 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,September,Online
ORD343,Papa John's,"Denver, CO",2024-10-01 18:30:00,2024-10-01 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,October,Online
ORD344,Pizza Hut,"Boston, MA",2024-10-02 19:45:00,2024-10-02 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,October,Offline
ORD345,Little Caesars,"Dallas, TX",2024-10-03 18:00:00,2024-10-03 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,October,Offline
ORD346,Marco's Pizza,"Seattle, WA",2024-10-04 20:15:00,2024-10-04 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,October,Online
ORD347,Domino's,"San Jose, CA",2024-10-05 18:00:00,2024-10-05 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,October,Online
ORD348,Papa John's,"Austin, TX",2024-10-06 19:15:00,2024-10-06 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,TRUE,5,0.666666667,October,Offline
ORD349,Pizza Hut,"San Diego, CA",2024-10-07 20:30:00,2024-10-07 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline
ORD350,Little Caesars,"Jacksonville, FL",2024-10-08 18:45:00,2024-10-08 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,October,Online
ORD351,Marco's Pizza,"Fort Worth, TX",2024-10-09 19:00:00,2024-10-09 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,October,Online
ORD352,Domino's,"Columbus, OH",2024-10-10 20:00:00,2024-10-10 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,October,Online
ORD353,Papa John's,"Charlotte, NC",2024-10-11 18:30:00,2024-10-11 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,October,Online
ORD354,Pizza Hut,"Indianapolis, IN",2024-10-12 19:45:00,2024-10-12 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,TRUE,5.333333333,0.666666667,October,Offline
ORD355,Little Caesars,"San Francisco, CA",2024-10-13 18:00:00,2024-10-13 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,TRUE,7.5,0.75,October,Offline
ORD356,Marco's Pizza,"Charlotte, NC",2024-10-14 20:15:00,2024-10-14 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,October,Online
ORD357,Domino's,"Detroit, MI",2024-10-15 18:00:00,2024-10-15 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,October,Online
ORD358,Papa John's,"El Paso, TX",2024-10-16 19:15:00,2024-10-16 19:45:00,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,5,0.666666667,October,Online
ORD359,Pizza Hut,"Memphis, TN",2024-10-17 20:30:00,2024-10-17 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline
ORD360,Little Caesars,"Baltimore, MD",2024-10-18 18:45:00,2024-10-18 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,October,Offline
ORD361,Marco's Pizza,"Boston, MA",2024-10-19 19:00:00,2024-10-19 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,October,Online
ORD362,Domino's,"New York, NY",2024-10-20 18:00:00,2024-10-20 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,TRUE,6.666666667,0.666666667,October,Offline
ORD363,Domino's,"Miami, FL",2024-10-21 20:00:00,2024-10-21 20:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,October,Online
ORD364,Papa John's,"Chicago, IL",2024-10-22 19:15:00,2024-10-22 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,October,Online
ORD365,Pizza Hut,"Los Angeles, CA",2024-10-23 20:30:00,2024-10-23 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline
ORD366,Little Caesars,"Houston, TX",2024-10-24 18:45:00,2024-10-24 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,October,Offline
ORD367,Marco's Pizza,"Phoenix, AZ",2024-10-25 19:00:00,2024-10-25 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,October,Online
ORD368,Domino's,"Miami, FL",2024-10-26 20:00:00,2024-10-26 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,6.363636364,0.545454545,October,Online
ORD369,Papa John's,"Denver, CO",2024-10-27 18:30:00,2024-10-27 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,10,1,October,Online
ORD370,Pizza Hut,"Boston, MA",2024-10-28 19:45:00,2024-10-28 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,October,Offline
ORD371,Little Caesars,"Dallas, TX",2024-10-29 18:00:00,2024-10-29 18:30:00,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,FALSE,7.5,0.75,October,Online
ORD372,Marco's Pizza,"Seattle, WA",2024-10-30 20:15:00,2024-10-30 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,October,Online
ORD373,Domino's,"San Jose, CA",2024-10-31 18:00:00,2024-10-31 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,October,Online
ORD374,Papa John's,"Austin, TX",2024-11-01 19:15:00,2024-11-01 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,November,Offline
ORD375,Pizza Hut,"San Diego, CA",2024-11-02 20:30:00,2024-11-02 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,November,Offline
ORD376,Little Caesars,"Jacksonville, FL",2024-11-03 18:45:00,2024-11-03 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,8,0.4,November,Online
ORD377,Marco's Pizza,"Fort Worth, TX",2024-11-04 19:00:00,2024-11-04 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,November,Online
ORD378,Domino's,"Columbus, OH",2024-11-05 20:00:00,2024-11-05 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,November,Online
ORD379,Papa John's,"Charlotte, NC",2024-11-06 18:30:00,2024-11-06 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,November,Online
ORD380,Pizza Hut,"Indianapolis, IN",2024-11-07 19:45:00,2024-11-07 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,November,Offline
ORD381,Little Caesars,"San Francisco, CA",2024-11-08 18:00:00,2024-11-08 18:30:00,30,Medium,Non-Veg,3,4,Medium,UPI,TRUE,FALSE,7.5,0.75,November,Online
ORD382,Marco's Pizza,"Charlotte, NC",2024-11-09 20:15:00,2024-11-09 21:00:00,45,Large,Veg,4,9,High,Cash,TRUE,TRUE,5,0.444444444,November,Offline
ORD383,Domino's,"Detroit, MI",2024-11-10 18:00:00,2024-11-10 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,November,Online
ORD384,Papa John's,"El Paso, TX",2024-11-11 19:15:00,2024-11-11 19:45:00,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,5,0.666666667,November,Online
ORD385,Pizza Hut,"Memphis, TN",2024-11-12 20:30:00,2024-11-12 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,November,Offline
ORD386,Little Caesars,"Baltimore, MD",2024-11-13 18:45:00,2024-11-13 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,November,Offline
ORD387,Marco's Pizza,"Boston, MA",2024-11-14 19:00:00,2024-11-14 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,November,Online
ORD388,Domino's,"New York, NY",2024-11-15 18:00:00,2024-11-15 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,6.666666667,0.666666667,November,Offline
ORD389,Domino's,"Miami, FL",2024-11-16 20:00:00,2024-11-16 20:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,November,Online
ORD390,Papa John's,"Chicago, IL",2024-11-17 19:15:00,2024-11-17 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,TRUE,5,0.666666667,November,Online
ORD391,Pizza Hut,"Los Angeles, CA",2024-11-18 20:30:00,2024-11-18 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,November,Offline
ORD392,Little Caesars,"Houston, TX",2024-11-19 18:45:00,2024-11-19 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,November,Offline
ORD393,Marco's Pizza,"Phoenix, AZ",2024-11-20 19:00:00,2024-11-20 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,November,Online
ORD394,Domino's,"Miami, FL",2024-11-21 20:00:00,2024-11-21 20:35:00,35,Medium,Gluten-Free,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,November,Online
ORD395,Papa John's,"Denver, CO",2024-11-22 18:30:00,2024-11-22 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,November,Online
ORD396,Pizza Hut,"Boston, MA",2024-11-23 19:45:00,2024-11-23 20:25:00,40,XL,Stuffed Crust,5,7.5,High,Hut Points,TRUE,TRUE,5.333333333,0.666666667,November,Offline
ORD397,Little Caesars,"Dallas, TX",2024-11-24 18:00:00,2024-11-24 18:30:00,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,TRUE,7.5,0.75,November,Online
ORD398,Marco's Pizza,"Seattle, WA",2024-11-25 20:15:00,2024-11-25 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,November,Online
ORD399,Domino's,"San Jose, CA",2024-11-26 18:00:00,2024-11-26 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,November,Online
ORD400,Papa John's,"Austin, TX",2024-11-27 19:15:00,2024-11-27 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,November,Offline
ORD401,Pizza Hut,"San Diego, CA",2024-11-28 20:30:00,2024-11-28 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,November,Offline
ORD402,Little Caesars,"Jacksonville, FL",2024-11-29 18:45:00,2024-11-29 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,November,Online
ORD403,Marco's Pizza,"Fort Worth, TX",2024-11-30 19:00:00,2024-11-30 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,November,Online
ORD404,Domino's,"Columbus, OH",2024-12-01 20:00:00,2024-12-01 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,6.363636364,0.545454545,December,Online
ORD405,Papa John's,"Charlotte, NC",2024-12-02 18:30:00,2024-12-02 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,December,Online
ORD406,Pizza Hut,"Indianapolis, IN",2024-12-03 19:45:00,2024-12-03 20:25:00,40,XL,Stuffed Crust,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,December,Offline
ORD407,Little Caesars,"San Francisco, CA",2024-12-04 18:00:00,2024-12-04 18:30:00,30,Medium,Non-Veg,3,4,Medium,UPI,TRUE,FALSE,7.5,0.75,December,Online
ORD408,Marco's Pizza,"Charlotte, NC",2024-12-05 20:15:00,2024-12-05 21:00:00,45,Large,Veg,4,9,High,Cash,TRUE,FALSE,5,0.444444444,December,Offline
ORD409,Domino's,"Detroit, MI",2024-12-06 18:00:00,2024-12-06 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,December,Online
ORD410,Papa John's,"El Paso, TX",2024-12-07 19:15:00,2024-12-07 19:45:00,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,TRUE,5,0.666666667,December,Online
ORD411,Pizza Hut,"Memphis, TN",2024-12-08 20:30:00,2024-12-08 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,December,Offline
ORD412,Little Caesars,"Baltimore, MD",2024-12-09 18:45:00,2024-12-09 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,December,Offline
ORD413,Marco's Pizza,"Boston, MA",2024-12-10 19:00:00,2024-12-10 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,December,Online
ORD414,Domino's,"New York, NY",2024-12-11 18:00:00,2024-12-11 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,6.666666667,0.666666667,December,Offline
ORD415,Domino's,"Miami, FL",2024-12-12 20:00:00,2024-12-12 20:20:00,20,Medium,Thin Crust,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,December,Online
ORD416,Papa John's,"Chicago, IL",2024-12-13 19:15:00,2024-12-13 19:45:00,30,Large,Deep Dish,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,December,Online
ORD417,Pizza Hut,"Los Angeles, CA",2024-12-14 20:30:00,2024-12-14 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,December,Offline
ORD418,Little Caesars,"Houston, TX",2024-12-15 18:45:00,2024-12-15 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,8,0.4,December,Offline
ORD419,Marco's Pizza,"Phoenix, AZ",2024-12-16 19:00:00,2024-12-16 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,December,Online
ORD420,Domino's,"Miami, FL",2024-12-17 20:00:00,2024-12-17 20:35:00,35,Medium,Gluten-Free,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,December,Online
ORD421,Papa John's,"Denver, CO",2024-12-18 18:30:00,2024-12-18 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,December,Online
ORD422,Pizza Hut,"Boston, MA",2024-12-19 19:45:00,2024-12-19 20:25:00,40,XL,Stuffed Crust,5,7.5,High,Card,TRUE,FALSE,5.333333333,0.666666667,December,Online
ORD423,Little Caesars,"Dallas, TX",2024-12-20 18:00:00,2024-12-20 18:30:00,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,FALSE,7.5,0.75,December,Online
ORD424,Marco's Pizza,"Seattle, WA",2024-12-21 20:15:00,2024-12-21 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,5,0.444444444,December,Online
ORD425,Domino's,"Miami, FL",2024-12-12 20:00:00,2024-12-12 20:20:00,20,Medium,Thin Crust,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,December,Online
ORD426,Papa John's,"Chicago, IL",2024-12-13 19:15:00,2024-12-13 19:45:00,30,Large,Deep Dish,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,December,Online
ORD427,Pizza Hut,"Los Angeles, CA",2024-12-14 20:30:00,2024-12-14 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,December,Offline
ORD428,Little Caesars,"Houston, TX",2024-12-15 18:45:00,2024-12-15 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,8,0.4,December,Offline
ORD429,Marco's Pizza,"Phoenix, AZ",2024-12-16 19:00:00,2024-12-16 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,December,Online
ORD430,Domino's,"Miami, FL",2024-12-17 20:00:00,2024-12-17 20:35:00,35,Medium,Gluten-Free,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,December,Online
ORD431,Papa John's,"Denver, CO",2024-12-18 18:30:00,2024-12-18 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,December,Online
ORD432,Pizza Hut,"Boston, MA",2024-12-19 19:45:00,2024-12-19 20:25:00,40,XL,Stuffed Crust,5,7.5,High,Card,TRUE,FALSE,5.333333333,0.666666667,December,Online
ORD433,Little Caesars,"Dallas, TX",2024-12-20 18:00:00,2024-12-20 18:30:00,30,Medium,Non-Veg,3,4,Medium,Card,TRUE,FALSE,7.5,0.75,December,Online
ORD434,Marco's Pizza,"Seattle, WA",2024-12-21 20:15:00,2024-12-21 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,5,0.444444444,December,Online
ORD435,Domino's,"San Jose, CA",2024-12-22 18:00:00,2024-12-22 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,December,Online
ORD436,Papa John's,"Austin, TX",2024-12-23 19:15:00,2024-12-23 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,December,Offline
ORD437,Pizza Hut,"San Diego, CA",2024-12-24 20:30:00,2024-12-24 21:10:00,40,XL,Cheese Burst,5,8,High,Card,TRUE,FALSE,5,0.625,December,Online
ORD438,Little Caesars,"Jacksonville, FL",2024-12-25 18:45:00,2024-12-25 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,December,Online
ORD439,Marco's Pizza,"Fort Worth, TX",2024-12-26 19:00:00,2024-12-26 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,December,Online
ORD440,Domino's,"Columbus, OH",2024-12-27 20:00:00,2024-12-27 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,December,Online
ORD441,Papa John's,"Charlotte, NC",2024-12-28 18:30:00,2024-12-28 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,10,1,December,Online
